pid,task_id,date,task_type,tpe_change,description,submitted_by
5693,21788,2025-06-30 21:55:45,training,5,Weekly Training: +5,Shaggy28
5693,21789,2025-06-30 21:55:48,activity check,2,Weekly Activity Check: +2,Shaggy28
5693,22436,2025-07-03 16:19:50,point task,3,S55 ISFL Week 6 Predictions ,Asked Madden
5693,22728,2025-07-07 07:58:28,activity check,2,Weekly Activity Check: +2,Shaggy28
5693,22729,2025-07-07 07:58:33,training,5,Weekly Training: +5,Shaggy28
5693,22827,2025-07-07 09:38:45,point task,3,(S55) PT #2,AustinP0027
5693,24060,2025-07-08 17:35:47,point task,3,S55 ISFL Week 8 Predictions ,Asked Madden
5693,24419,2025-07-08 17:39:23,point task,2,S55 ISFL Week 7 Predictions ,Asked Madden
5693,24769,2025-07-11 03:36:51,point task,2,S55 ISFL Week 9 Predictions ,Asked Madden
5693,25208,2025-07-14 03:37:15,point task,2,S55 ISFL Week 10 Predictions ,Asked Madden
5693,25609,2025-07-14 10:50:46,point task,3,S55 PT3,ZootTX
5693,25791,2025-07-14 17:02:41,activity check,2,Weekly Activity Check: +2,Shaggy28
5693,25792,2025-07-14 17:02:46,training,5,Weekly Training: +5,Shaggy28
5693,26379,2025-07-15 19:00:40,point task,3,S55 ISFL Week 11 Predictions ,Asked Madden
5693,26772,2025-07-17 15:20:30,point task,3,S55 ISFL Week 12 Predictions ,Asked Madden
5693,27010,2025-07-21 02:57:23,training,5,Weekly Training: +5,Shaggy28
5693,27011,2025-07-21 02:57:27,activity check,2,Weekly Activity Check: +2,Shaggy28
5693,27435,2025-07-21 13:54:33,point task,3,S55 PT4,ZootTX
5693,27928,2025-07-23 15:34:35,point task,3,S55 ISFL Week 13 Predictions ,Asked Madden
5693,28187,2025-07-23 15:35:33,point task,2,S55 ISFL Week 14 Predictions ,Asked Madden
5693,28501,2025-07-24 11:11:31,point task,3,S55 ISFL Week 15 Predictions ,Asked Madden
5693,28837,2025-07-26 05:30:12,point task,3,S55 ISFL Week 16 Predictions ,Asked Madden
5693,29008,2025-07-27 10:20:16,point task,11,(S55) Regular Season Preds,AustinP0027
5693,29474,2025-07-28 10:49:53,activity check,2,Weekly Activity Check: +2,Shaggy28
5693,29475,2025-07-28 10:49:59,training,5,Weekly Training: +5,Shaggy28
5693,29874,2025-07-29 09:10:51,point task,3,S55 PT5,ZootTX
5693,30375,2025-08-01 23:48:34,seasonal equipment,30,Seasonal Equipment: +30,Shaggy28
5693,30376,2025-08-01 23:48:41,training camp,20,Team Training Camp: +20,Shaggy28
5693,30564,2025-08-02 22:09:10,point task,4,S55 Playoff Predictions,lemonoppy
5693,31038,2025-08-04 07:04:58,training,5,Weekly Training: +5,Shaggy28
5693,31039,2025-08-04 07:05:00,activity check,2,Weekly Activity Check: +2,Shaggy28
5693,31921,2025-08-09 21:31:58,point task,8,S56 First Rounders,TubaDeus
5693,32286,2025-08-11 09:00:26,training,5,Weekly Training: +5,Shaggy28
5693,32287,2025-08-11 09:00:31,activity check,2,Weekly Activity Check: +2,Shaggy28
5693,33064,2025-08-18 08:18:58,training,5,Weekly Training: +5,Shaggy28
5693,33065,2025-08-18 08:19:03,activity check,2,Weekly Activity Check: +2,Shaggy28
5693,33816,2025-08-23 01:38:09,point task,2,S56 ISFL Week 1 Predictions ,Asked Madden
5693,34124,2025-08-23 02:22:26,point task,2,S56 ISFL Week 2 Predictions ,Asked Madden
5694,14690,2025-06-06 23:12:54,Create,50,Starting TPE,homercrates
5694,15172,2025-06-07 09:50:06,activity check,2,Weekly Activity Check: +2,homercrates
5694,15173,2025-06-07 09:50:16,training,5,Weekly Training: +5,homercrates
5694,16364,2025-06-07 21:37:54,training camp,20,Team Training Camp: +20,homercrates
5694,16365,2025-06-07 21:38:13,seasonal equipment,30,Seasonal Equipment: +30,homercrates
5694,17110,2025-06-09 20:56:04,activity check,2,Weekly Activity Check: +2,homercrates
5694,17111,2025-06-09 20:56:10,training,5,Weekly Training: +5,homercrates
5694,17697,2025-06-13 22:15:52,point task,8,S55 First Rounders,AustinP0027
5694,18520,2025-06-17 18:46:23,activity check,2,Weekly Activity Check: +2,homercrates
5694,18521,2025-06-17 18:46:27,training,5,Weekly Training: +5,homercrates
5694,19292,2025-06-23 22:36:51,activity check,2,Weekly Activity Check: +2,homercrates
5694,19293,2025-06-23 22:36:55,training,5,Weekly Training: +5,homercrates
5694,19598,2025-06-26 15:13:24,point task,2,S55 ISFL Week 1 Predictions ,Asked Madden
5694,19899,2025-06-26 15:47:06,point task,3,S55 ISFL Week 2 Predictions,Asked Madden
5694,20236,2025-06-27 15:24:13,point task,10,S55 Offseason Task,ZootTX
5694,20743,2025-06-30 12:17:33,activity check,2,Weekly Activity Check: +2,homercrates
5694,20744,2025-06-30 12:17:42,training,5,Weekly Training: +5,homercrates
5694,20878,2025-06-30 14:45:53,point task,3,S55 PT1,ZootTX
5694,21172,2025-06-30 15:42:59,point task,3,S55 ISFL Week 3 Predictions,Asked Madden
5694,21493,2025-06-30 16:04:03,point task,4,S55 ISFL Week 4 Predictions ,Asked Madden
5694,22044,2025-07-03 15:12:05,point task,2,S55 ISFL Week 5 Predictions ,Asked Madden
5694,22330,2025-07-03 16:19:50,point task,3,S55 ISFL Week 6 Predictions ,Asked Madden
5694,22810,2025-07-07 09:38:45,point task,3,(S55) PT #2,AustinP0027
5694,23078,2025-07-07 11:13:21,activity check,2,Weekly Activity Check: +2,homercrates
5694,23079,2025-07-07 11:13:27,training,5,Weekly Training: +5,homercrates
5694,23968,2025-07-08 17:35:47,point task,3,S55 ISFL Week 8 Predictions ,Asked Madden
5694,24240,2025-07-08 17:39:23,point task,3,S55 ISFL Week 7 Predictions ,Asked Madden
5694,24665,2025-07-11 03:36:51,point task,2,S55 ISFL Week 9 Predictions ,Asked Madden
5694,24997,2025-07-14 02:31:27,activity check,2,Weekly Activity Check: +2,homercrates
5694,24998,2025-07-14 02:31:32,training,5,Weekly Training: +5,homercrates
5694,25102,2025-07-14 03:37:15,point task,2,S55 ISFL Week 10 Predictions ,Asked Madden
5694,25525,2025-07-14 10:50:46,point task,3,S55 PT3,ZootTX
5694,26299,2025-07-15 19:00:40,point task,2,S55 ISFL Week 11 Predictions ,Asked Madden
5694,26671,2025-07-17 15:20:30,point task,3,S55 ISFL Week 12 Predictions ,Asked Madden
5694,26992,2025-07-21 01:16:42,activity check,2,Weekly Activity Check: +2,homercrates
5694,26993,2025-07-21 01:16:47,training,5,Weekly Training: +5,homercrates
5694,27350,2025-07-21 13:54:33,point task,3,S55 PT4,ZootTX
5694,27823,2025-07-23 15:34:35,point task,3,S55 ISFL Week 13 Predictions ,Asked Madden
5694,28105,2025-07-23 15:35:33,point task,3,S55 ISFL Week 14 Predictions ,Asked Madden
5694,28405,2025-07-24 11:11:31,point task,3,S55 ISFL Week 15 Predictions ,Asked Madden
5694,28737,2025-07-26 05:30:12,point task,3,S55 ISFL Week 16 Predictions ,Asked Madden
5694,29113,2025-07-27 10:20:16,point task,9,(S55) Regular Season Preds,AustinP0027
5694,29624,2025-07-28 17:55:53,activity check,2,Weekly Activity Check: +2,homercrates
5694,29625,2025-07-28 17:55:57,training,5,Weekly Training: +5,homercrates
5694,29790,2025-07-29 09:10:51,point task,3,S55 PT5,ZootTX
5694,30358,2025-08-01 23:06:01,training camp,20,Team Training Camp: +20,homercrates
5694,30359,2025-08-01 23:06:20,seasonal equipment,30,Seasonal Equipment: +30,homercrates
5694,30557,2025-08-02 22:09:10,point task,3,S55 Playoff Predictions,lemonoppy
5694,30978,2025-08-04 01:29:02,activity check,2,Weekly Activity Check: +2,homercrates
5694,30979,2025-08-04 01:29:11,training,5,Weekly Training: +5,homercrates
5694,31980,2025-08-09 21:31:58,point task,8,S56 First Rounders,TubaDeus
5694,32591,2025-08-12 20:11:57,activity check,2,Weekly Activity Check: +2,homercrates
5694,32592,2025-08-12 20:12:02,training,5,Weekly Training: +5,homercrates
5694,33327,2025-08-18 18:44:52,activity check,2,Weekly Activity Check: +2,homercrates
5694,33328,2025-08-18 18:44:58,training,5,Weekly Training: +5,homercrates
5694,33721,2025-08-23 01:38:09,point task,2,S56 ISFL Week 1 Predictions ,Asked Madden
5694,34015,2025-08-23 02:22:26,point task,2,S56 ISFL Week 2 Predictions ,Asked Madden
5694,34329,2025-08-23 16:31:52,point task,10,S56 OT ,Asked Madden
5694,34943,2025-08-25 14:27:33,point task,3,S56 PT#1 - Youth Camp,ZootTX
5694,35143,2025-08-25 20:08:35,activity check,2,Weekly Activity Check: +2,homercrates
5694,35144,2025-08-25 20:08:40,training,5,Weekly Training: +5,homercrates
5694,35354,2025-08-27 15:58:33,point task,2,S56 ISFL Week 3 Predictions ,Asked Madden
5694,35728,2025-08-29 01:54:46,point task,1,S56 ISFL Week 4 Predictions ,Asked Madden
5694,36008,2025-08-29 04:10:41,point task,3,S56 ISFL Week 5 Predictions ,Asked Madden
5694,36267,2025-08-29 04:25:24,point task,4,S56 ISFL Week 6 Predictions ,Asked Madden
5694,37189,2025-09-01 14:56:14,point task,3,S56 PT#2,ZootTX
5694,37352,2025-09-01 15:32:41,activity check,2,Weekly Activity Check: +2,homercrates
5694,37353,2025-09-01 15:32:45,training,5,Weekly Training: +5,homercrates
5694,37450,2025-09-01 21:21:41,point task,1,S54 Community Ballot - Supplementary,TubaDeus
5694,37484,2025-09-01 21:37:48,point task,1,S55 Community Ballot - Supplementary,TubaDeus
5694,37795,2025-09-05 15:14:00,point task,2,S56 ISFL Week 7 Predictions ,Asked Madden
5694,38065,2025-09-05 15:15:52,point task,3,S56 ISFL Week 8 Predictions ,Asked Madden
5694,38319,2025-09-05 15:29:15,point task,3,S56 ISFL Week 9 Predictions ,Asked Madden
5694,38953,2025-09-08 14:27:56,point task,3,S56 PT#3,ZootTX
5694,39148,2025-09-08 19:12:35,training,5,Weekly Training: +5,homercrates
5694,39149,2025-09-08 19:12:36,activity check,2,Weekly Activity Check: +2,homercrates
5694,39487,2025-09-12 16:12:36,point task,2,S56 ISFL Week 10 Predictions ,Asked Madden
5694,39751,2025-09-12 16:15:08,point task,1,S56 ISFL Week 11 Predictions ,Asked Madden
5694,40005,2025-09-12 16:16:09,point task,3,S56 ISFL Week 12 Predictions ,Asked Madden
5694,40661,2025-09-15 14:54:10,point task,3,S56 PT #4,ZootTX
5694,40851,2025-09-15 21:36:24,activity check,2,Weekly Activity Check: +2,homercrates
5694,40852,2025-09-15 21:36:28,training,5,Weekly Training: +5,homercrates
5694,41143,2025-09-20 01:44:10,point task,3,S56 ISFL Week 13 Predictions ,Asked Madden
5694,41413,2025-09-20 01:45:08,point task,2,S56 ISFL Week 14 Predictions ,Asked Madden
5694,41671,2025-09-20 01:45:54,point task,2,S56 ISFL Week 15 Predictions ,Asked Madden
5694,42205,2025-09-22 09:17:03,point task,6,S56 Regular Season Preds,AustinP0027
5694,42359,2025-09-22 09:33:59,training,5,Weekly Training: +5,homercrates
5694,42360,2025-09-22 09:34:04,activity check,2,Weekly Activity Check: +2,homercrates
5694,42680,2025-09-22 16:58:25,point task,3,S56 PT#5,ZootTX
5694,43119,2025-09-26 15:25:09,point task,2,S56 ISFL Week 16 Predictions ,Asked Madden
5694,43387,2025-09-26 22:11:20,point task,5,S56 Playoff Predictions,AustinP0027
5694,43863,2025-09-27 11:26:02,training camp,15,Team Training Camp: +15,homercrates
5694,43865,2025-09-27 11:26:30,seasonal equipment,30,Seasonal Equipment: +30,homercrates
5694,44519,2025-09-29 20:17:52,activity check,2,Weekly Activity Check: +2,homercrates
5694,44520,2025-09-29 20:18:04,training,5,Weekly Training: +5,homercrates
5694,45099,2025-10-06 10:58:51,activity check,2,Weekly Activity Check: +2,homercrates
5694,45101,2025-10-06 10:58:57,training,5,Weekly Training: +5,homercrates
5694,45658,2025-10-10 16:24:16,point task,8,S57 First Rounders,AustinP0027
5694,46250,2025-10-13 19:37:51,training,5,Weekly Training: +5,homercrates
5694,46251,2025-10-13 19:37:53,activity check,2,Weekly Activity Check: +2,homercrates
5694,46570,2025-10-18 00:19:19,point task,2,S57 ISFL Week 1 Predictions ,Asked Madden
5694,46821,2025-10-18 00:20:31,point task,2,S5z7 ISFL Week 2 Predictions ,Asked Madden
5694,47081,2025-10-19 19:27:51,point task,10,S57 OT,AustinP0027
5694,47511,2025-10-20 11:29:04,point task,3,S57 PT#1,ZootTX
5694,47787,2025-10-20 18:59:33,training,5,Weekly Training: +5,homercrates
5694,47788,2025-10-20 18:59:34,activity check,2,Weekly Activity Check: +2,homercrates
5694,48159,2025-10-26 11:15:03,point task,2,S57 W3 Predictions,lemonoppy
5694,48427,2025-10-26 11:21:02,point task,2,S57 W4 Predictions,lemonoppy
5694,48684,2025-10-26 11:24:12,point task,3,S57 W5 Predictions,lemonoppy
5694,48938,2025-10-26 11:28:05,point task,1,S57 W6 Predictions,lemonoppy
5694,49198,2025-10-26 11:31:02,point task,3,S57 W7 Predictions,lemonoppy
5694,49461,2025-10-26 11:35:50,point task,1,S56 Community Ballot,lemonoppy
5694,49597,2025-10-26 11:38:07,point task,1,S56 Host City Competition,lemonoppy
5694,50000,2025-10-27 11:38:31,point task,3,S57 PT#2,ZootTX
5694,50295,2025-10-27 18:18:20,training,5,Weekly Training: +5,homercrates
5694,50296,2025-10-27 18:18:22,activity check,2,Weekly Activity Check: +2,homercrates
5694,50491,2025-10-28 12:07:12,point task,2,S57 W8 Predictions,lemonoppy
5694,50824,2025-10-29 22:54:00,point task,2,S57 W9 Predictions,lemonoppy
5694,51191,2025-11-02 18:04:28,point task,2,S57 W10,lemonoppy
5694,51536,2025-11-03 10:18:08,activity check,2,Weekly Activity Check: +2,homercrates
5694,51537,2025-11-03 10:18:13,training,5,Weekly Training: +5,homercrates
5694,51652,2025-11-03 11:31:31,point task,3,S57 PT#3,ZootTX
5694,52103,2025-11-04 11:02:37,point task,4,S57 W11 Predictions,lemonoppy
5694,52521,2025-11-08 15:13:36,point task,3,S57 W12 Predictions,lemonoppy
5694,52785,2025-11-08 15:14:57,point task,3,S57 W13 Predictions,lemonoppy
5694,53145,2025-11-10 10:38:15,training,5,Weekly Training: +5,homercrates
5694,53146,2025-11-10 10:38:20,activity check,2,Weekly Activity Check: +2,homercrates
5694,53483,2025-11-11 14:51:06,point task,3,S57 PT#4,ZootTX
5694,53744,2025-11-12 11:26:05,point task,3,S57 W14 Predictions,lemonoppy
5694,54002,2025-11-12 22:10:32,point task,3,S57 W15 Predictions,lemonoppy
5694,54351,2025-11-16 14:24:42,point task,2,S57 W16 Predictions,lemonoppy
5694,54762,2025-11-17 10:03:10,activity check,2,Weekly Activity Check: +2,homercrates
5694,54763,2025-11-17 10:03:16,training,5,Weekly Training: +5,homercrates
5694,54960,2025-11-17 16:11:39,point task,3,S57 PT#5,ZootTX
5694,55745,2025-11-21 11:08:08,point task,10,S57 Season Preds,AustinP0027
5694,55900,2025-11-21 22:09:56,prediction,4,S57 Playoff Results,AustinP0027
5694,56518,2025-11-22 12:28:58,training camp,10,Team Training Camp: +10,homercrates
5694,56519,2025-11-22 12:29:15,seasonal equipment,30,Seasonal Equipment: +30,homercrates
5694,56994,2025-11-24 10:40:45,activity check,2,Weekly Activity Check: +2,homercrates
5694,56996,2025-11-24 10:41:10,training,5,Weekly Training: +5,homercrates
5694,57761,2025-12-01 12:01:35,activity check,2,Weekly Activity Check: +2,homercrates
5694,57762,2025-12-01 12:01:42,training,5,Weekly Training: +5,homercrates
5694,58096,2025-12-02 15:42:40,point task,9,S58 First Rounders,lemonoppy
5694,58299,2025-12-02 15:46:21,point task,1,S58 Host City Voting,lemonoppy
5694,58978,2025-12-08 12:08:18,activity check,2,Weekly Activity Check: +2,homercrates
5694,58979,2025-12-08 12:08:26,training,5,Weekly Training: +5,homercrates
5694,59338,2025-12-09 20:04:11,point task,10,S58 Offseason Task,lemonoppy
5694,59667,2025-12-10 22:25:59,prediction,2,S58 W1 Predictions,lemonoppy
5694,60060,2025-12-12 23:29:00,prediction,3,S58 W2 Predictions,lemonoppy
5694,60378,2025-12-12 23:29:28,prediction,3,S58 W3 Predictions,lemonoppy
5694,60810,2025-12-15 10:37:38,activity check,2,Weekly Activity Check: +2,homercrates
5694,60811,2025-12-15 10:37:43,training,5,Weekly Training: +5,homercrates
5694,61010,2025-12-15 16:42:27,point task,3,S58 Pt#1,ZootTX
5694,61398,2025-12-15 22:02:28,prediction,2,S58 W4 Predictions,lemonoppy
5694,61884,2025-12-17 22:42:28,prediction,1,S58 W5 Predictions,lemonoppy
5694,62261,2025-12-20 07:30:39,prediction,3,S58 W6 Predictions,lemonoppy
5694,62574,2025-12-20 07:31:45,prediction,2,S58 W7 Predictions,lemonoppy
5694,63334,2025-12-23 09:10:06,prediction,2,S58 W8 Predictions,lemonoppy
5694,63819,2025-12-23 14:38:11,point task,1,S57 Community Ballot,lemonoppy
5694,64001,2025-12-28 00:41:59,activity check,2,Weekly Activity Check: +2,homercrates
5694,64002,2025-12-28 00:42:04,training,5,Weekly Training: +5,homercrates
5694,64271,2025-12-29 10:00:33,point task,3,S58 PT#3,ZootTX
5694,64614,2025-12-29 23:15:23,activity check,2,Weekly Activity Check: +2,homercrates
5694,64615,2025-12-29 23:15:27,training,5,Weekly Training: +5,homercrates
5694,64786,2025-12-30 00:28:41,prediction,2,S58 W9 Predictions,lemonoppy
5694,65240,2026-01-02 09:09:56,prediction,4,S58 W10 Predictions,lemonoppy
5694,65724,2026-01-05 09:05:06,other,3,2025 Christmas Delivery!,lemonoppy
5694,65902,2026-01-05 10:20:23,activity check,2,Weekly Activity Check: +2,homercrates
5694,65903,2026-01-05 10:20:28,training,5,Weekly Training: +5,homercrates
5694,66146,2026-01-05 16:31:04,point task,3,S58 PT#4,ZootTX
5694,66485,2026-01-06 08:57:31,prediction,3,S58 W11 Predictions,lemonoppy
5694,66853,2026-01-07 21:40:27,prediction,2,S58 W12 Predictions,lemonoppy
5694,67270,2026-01-11 20:17:22,prediction,1,S58 W13 Predictions,lemonoppy
5694,67792,2026-01-12 14:11:07,point task,3,S58 PT#5,ZootTX
5694,68018,2026-01-12 21:30:15,activity check,2,Weekly Activity Check: +2,homercrates
5694,68019,2026-01-12 21:30:20,training,5,Weekly Training: +5,homercrates
5694,68178,2026-01-12 22:39:25,prediction,3,S58 W14 Predictions,lemonoppy
5694,68600,2026-01-14 22:56:30,prediction,2,S58 W15 Predictions,lemonoppy
5694,68959,2026-01-17 02:05:38,prediction,2,S58 W16 Predictions,lemonoppy
5694,69270,2026-01-17 02:07:24,prediction,11,S58 Regular Season Predictions,lemonoppy
5694,70026,2026-01-19 10:54:51,point task,3,S58 PT#6,ZootTX
5694,70255,2026-01-19 16:30:11,training,5,Weekly Training: +5,homercrates
5694,70256,2026-01-19 16:30:25,activity check,2,Weekly Activity Check: +2,homercrates
5694,70674,2026-01-23 20:57:52,prediction,4,S58 Playoff Results Prediction,lemonoppy
5694,71534,2026-01-25 20:39:26,training camp,10,Team Training Camp: +10,homercrates
5694,71535,2026-01-25 20:39:37,seasonal equipment,30,Seasonal Equipment: +30,homercrates
5694,71955,2026-01-26 16:53:03,activity check,2,Weekly Activity Check: +2,homercrates
5694,71956,2026-01-26 16:53:07,training,5,Weekly Training: +5,homercrates
5694,73392,2026-02-02 21:36:10,training,5,Weekly Training: +5,homercrates
5694,73393,2026-02-02 21:36:12,activity check,2,Weekly Activity Check: +2,homercrates
5694,73995,2026-02-09 10:03:03,activity check,2,Weekly Activity Check: +2,homercrates
5694,73996,2026-02-09 10:03:08,training,5,Weekly Training: +5,homercrates
5694,74472,2026-02-10 00:08:36,prediction,3,S59 W1 Predictions,lemonoppy
5694,75117,2026-02-11 21:26:26,prediction,2,S59 W2 Predictions,lemonoppy
5694,75514,2026-02-14 11:28:10,prediction,3,S59 W3 Predictions,lemonoppy
5694,75841,2026-02-14 11:28:39,prediction,3,S59 W4 Predictions,lemonoppy
5694,76483,2026-02-16 14:42:43,point task,3,S59 PT#1,ZootTX
5694,76692,2026-02-16 21:31:29,activity check,2,Weekly Activity Check: +2,homercrates
5694,76693,2026-02-16 21:31:48,training,5,Weekly Training: +5,homercrates
5694,76835,2026-02-16 21:36:05,prediction,2,S59 W5 Predictions,lemonoppy
5694,77338,2026-02-19 12:37:22,prediction,2,S59 W6 Predictions,lemonoppy
5694,77697,2026-02-20 21:07:59,prediction,2,S59 W7 Predictions,lemonoppy
5694,78279,2026-02-23 13:56:05,point task,3,S59 PT#2,ZootTX
5694,78447,2026-02-23 18:43:20,activity check,2,Weekly Activity Check: +2,homercrates
5694,78448,2026-02-23 18:43:26,training,5,Weekly Training: +5,homercrates
5694,78674,2026-02-24 09:22:44,prediction,3,S59 W8 Predictions,lemonoppy
5694,79157,2026-02-27 10:28:08,prediction,3,S59 W9 Predictions,AustinP0027
5694,79479,2026-02-28 09:34:11,prediction,2,S59 W10 Predictions,AustinP0027
5694,79959,2026-03-02 08:55:38,point task,3,S59 PT#3,ZootTX
5694,80325,2026-03-03 09:28:41,activity check,2,Weekly Activity Check: +2,homercrates
5694,80326,2026-03-03 09:28:47,training,5,Weekly Training: +5,homercrates
5694,80497,2026-03-03 12:22:09,prediction,3,S59 W11 Predictions,lemonoppy
5694,80941,2026-03-05 17:23:52,prediction,3,S59 W12 Predictions,lemonoppy
5694,81355,2026-03-07 10:15:27,prediction,3,S59 W13 Predictions,ZootTX
5694,81935,2026-03-09 09:52:32,point task,3,S59 PT#4,ZootTX
5694,82166,2026-03-09 18:37:46,activity check,2,Weekly Activity Check: +2,homercrates
5694,82167,2026-03-09 18:37:58,training,5,Weekly Training: +5,homercrates
5694,82400,2026-03-10 09:18:21,prediction,3,S59 W14 Predictions,lemonoppy
5694,82807,2026-03-12 08:25:16,prediction,3,S59 W15 Predictions,AustinP0027
5694,83201,2026-03-14 08:58:32,prediction,2,S59 W16 Predictions,ZootTX
5694,83533,2026-03-14 10:12:03,prediction,7,S59 Regular Season Results Prediction,ZootTX
5694,84128,2026-03-16 09:29:34,point task,3,S59 PT#5,ZootTX
5694,84390,2026-03-16 18:32:33,activity check,2,Weekly Activity Check: +2,homercrates
5694,84391,2026-03-16 18:32:41,training,5,Weekly Training: +5,homercrates
5694,84985,2026-03-20 21:03:50,prediction,4,S59 Playoff Results Prediction,AustinP0027
5694,85524,2026-03-21 16:03:49,training camp,10,Team Training Camp: +10,homercrates
5694,85525,2026-03-21 16:03:57,seasonal equipment,30,Seasonal Equipment: +30,homercrates
5694,86158,2026-03-23 18:37:48,activity check,2,Weekly Activity Check: +2,homercrates
5694,86159,2026-03-23 18:37:55,training,5,Weekly Training: +5,homercrates
5694,87617,2026-03-31 21:31:25,training,5,Weekly Training: +5,homercrates
5694,87618,2026-03-31 21:31:30,activity check,2,Weekly Activity Check: +2,homercrates
5694,88185,2026-04-06 11:17:38,activity check,2,Weekly Activity Check: +2,homercrates
5694,88186,2026-04-06 11:17:41,training,5,Weekly Training: +5,homercrates
5694,88362,2026-04-06 12:41:34,point task,10,S60 OT,lemonoppy
5694,88847,2026-04-07 08:51:02,prediction,2,S60 W1 Predictions,AustinP0027
5694,89337,2026-04-09 09:18:11,prediction,2,S60 W2 Predictions,AustinP0027
5694,89705,2026-04-11 10:12:47,prediction,4,S60 W3 Predictions,ZootTX
5694,90026,2026-04-11 10:13:33,prediction,2,S60 W4 Predictions,ZootTX
5694,90648,2026-04-13 10:25:33,point task,3,S60 PT#1,ZootTX
5694,91005,2026-04-13 23:30:49,activity check,2,Weekly Activity Check: +2,homercrates
5694,91006,2026-04-13 23:30:53,training,5,Weekly Training: +5,homercrates
5694,91176,2026-04-14 09:37:03,prediction,3,S60 W5 Predictions,lemonoppy
5694,91595,2026-04-16 09:09:13,prediction,4,S60 W6 Predictions,AustinP0027
5694,92008,2026-04-19 19:23:04,prediction,2,S60 W7 Predictions,lemonoppy
5694,93298,2026-04-22 21:17:03,activity check,2,Weekly Activity Check: +2,homercrates
5694,93299,2026-04-22 21:17:08,training,5,Weekly Training: +5,homercrates
5694,93455,2026-04-23 08:43:50,prediction,2,S60 W9 Predictions,AustinP0027
5694,94018,2026-04-27 10:23:36,point task,3,S60 PT#3,ZootTX
5694,94126,2026-04-27 10:49:54,training,5,Weekly Training: +5,homercrates
5694,94491,2026-04-27 20:21:16,prediction,3,S60 W10 Predictions,AustinP0027
5694,94855,2026-04-28 09:11:48,prediction,1,S60 W11 Predictions,AustinP0027
5694,95099,2026-04-29 14:02:50,activity check,2,Weekly Activity Check: +2,homercrates
5694,95268,2026-04-30 09:47:27,prediction,2,S60 W12 Predictions,AustinP0027
5694,95718,2026-05-03 14:51:34,prediction,3,S60 W13 Predictions,AustinP0027
5694,96246,2026-05-04 10:36:46,point task,1,S59 Community Ballot,lemonoppy
5694,96593,2026-05-04 16:19:21,point task,3,S60 PT#4,ZootTX
5694,96969,2026-05-05 09:06:11,prediction,3,S60 W14 Predictions,AustinP0027
5694,97252,2026-05-06 23:23:08,activity check,2,Weekly Activity Check: +2,homercrates
5694,97253,2026-05-06 23:23:17,training,5,Weekly Training: +5,homercrates
5694,97428,2026-05-07 10:48:13,prediction,2,S60 W15 Predictions,AustinP0027
5694,97804,2026-05-09 08:52:31,prediction,2,S60 W16 Predictions,AustinP0027
5694,98163,2026-05-09 21:03:53,prediction,11,S60 Regular Season Results Prediction,AustinP0027
5694,98877,2026-05-11 19:30:24,point task,3,S60 PT#5,ZootTX
5694,99068,2026-05-12 09:34:49,activity check,2,Weekly Activity Check: +2,homercrates
5694,99069,2026-05-12 09:35:06,training,5,Weekly Training: +5,homercrates
5694,99753,2026-05-15 21:43:42,prediction,3,S60 Playoff Results Prediction,AustinP0027
5694,100519,2026-05-17 23:32:15,training camp,8,Team Training Camp: +8,homercrates
5694,100520,2026-05-17 23:32:22,seasonal equipment,30,Seasonal Equipment: +30,homercrates
5694,100903,2026-05-18 18:16:27,activity check,2,Weekly Activity Check: +2,homercrates
5694,100904,2026-05-18 18:16:35,training,5,Weekly Training: +5,homercrates
5694,101476,2026-05-22 22:21:01,prediction,7,S61 First Rounders Prediction,AustinP0027
5694,101997,2026-05-23 08:37:50,prediction,8,S60 First Rounders,AustinP0027
5694,102705,2026-05-25 16:11:53,activity check,2,Weekly Activity Check: +2,homercrates
5694,102706,2026-05-25 16:11:59,training,5,Weekly Training: +5,homercrates
5694,103630,2026-06-01 18:13:57,activity check,2,Weekly Activity Check: +2,homercrates
5694,103631,2026-06-01 18:14:03,training,5,Weekly Training: +5,homercrates
5694,103895,2026-06-02 11:07:09,prediction,3,S61 W1 Predictions,AustinP0027
5694,104551,2026-06-04 08:48:13,prediction,3,S61 W2 Predictions,AustinP0027
5694,104961,2026-06-06 09:39:59,prediction,3,S61 W3 Predictions,AustinP0027
5694,105290,2026-06-06 09:40:57,prediction,3,S61 W4 Predictions,AustinP0027
5694,105859,2026-06-08 11:33:44,point task,3,S61 PT#1,ZootTX
5694,106363,2026-06-09 09:51:33,prediction,3,S61 W5 Predictions,lemonoppy
5694,106634,2026-06-11 10:52:12,activity check,2,Weekly Activity Check: +2,homercrates
5694,106635,2026-06-11 10:52:17,training,5,Weekly Training: +5,homercrates
5694,106782,2026-06-11 12:08:22,prediction,3,S61 W6 Predictions,lemonoppy
5694,107120,2026-06-12 21:21:40,prediction,3,S61 W7 Predictions,lemonoppy
5694,107550,2026-06-15 10:27:31,activity check,2,Weekly Activity Check: +2,homercrates
5694,107551,2026-06-15 10:27:42,training,5,Weekly Training: +5,homercrates
5694,107953,2026-06-16 08:39:05,prediction,4,S61 W8 Predictions,AustinP0027
5694,108320,2026-06-17 09:14:09,point task,3,S61 PT#2,ZootTX
5694,108562,2026-06-17 21:19:16,prediction,3,S61 W9 Predictions,lemonoppy
